role_id,question_id,question_group,question_prompt,required_for_generation,applicable,answer_index,value_kind,value_code,display_label,response_status,basis,value_reference,semantic_status,source_profile_sha256
cityrole-0011,F_REGULARITY,household_fact,您家成员的外出、回家和休息时间通常规律吗？,0,1,1,scalar,partly_regular,部分成员或部分日期固定,answered,experimental_profile,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,F_LATE_USE,household_fact,您家是否经常有人在深夜（零点以后）仍在活动并使用电器？,0,1,1,scalar,rarely,很少或没有,answered,experimental_profile,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,M_MEMBERS,member_profile,家里每个人的日常偏好,1,1,1,member_reference,,,answered,age_compatible_synthetic_member_routines_and_preferences,members_300.csv,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,H_ac,household_fact,在本次指定月份，空调一般什么时候用？,1,1,1,scalar,evening,傍晚到睡前（18:00—23:00）,answered,experimental_monthly_cooling_habit,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,H_washer,household_fact,在本次指定月份，洗衣机一般什么时候用？,1,1,1,scalar,21,21:00,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,D_washer,household_fact,洗衣机这项任务，通常最晚几点需要完成？,1,1,1,scalar,24,24:00,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,E_washer,household_fact,洗衣机通常从几点起就可以开始？,1,1,1,scalar,19,19:00,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,T_washer,household_fact,洗衣机一次通常需要多久？（分钟）,1,1,1,scalar,1.0,60 分钟,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,H_dishwasher,household_fact,在本次指定月份，洗碗机一般什么时候用？,1,1,1,scalar,19,19:00,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,D_dishwasher,household_fact,洗碗机这项任务，通常最晚几点需要完成？,1,1,1,scalar,23,23:00,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,E_dishwasher,household_fact,洗碗机通常从几点起就可以开始？,1,1,1,scalar,19,19:00,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,T_dishwasher,household_fact,洗碗机一次通常需要多久？（分钟）,1,1,1,scalar,1.0,60 分钟,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,H_dryer,household_fact,在本次指定月份，烘干机一般什么时候用？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,D_dryer,household_fact,烘干机这项任务，通常最晚几点需要完成？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,E_dryer,household_fact,烘干机通常从几点起就可以开始？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,T_dryer,household_fact,烘干机一次通常需要多久？（分钟）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,H_electric_water_heater,household_fact,电热水器通常从什么时候开始加热？（请按真实习惯填写；午夜或跨夜安排可保存，暂不能生成模拟）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,H_home_ev,household_fact,电动汽车通常什么时候在家接入充电设备？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,H_ac_temp,household_fact,空调需要制冷时，通常设为多少度？（22—28℃；此项不是供暖温度）,1,1,1,scalar,27,27℃,answered,experimental_profile,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,D_home_ev,household_fact,接入充电后，电动汽车通常几点离家？（早于接入时刻表示次日；请勿选择相同时刻）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,D_electric_water_heater,household_fact,电热水器通常加热到几点？（早于开始表示次日；跨夜答案可保存，暂不能生成模拟）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,H_ac_start,household_fact,空调通常几点开始使用？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,H_ac_end,household_fact,空调通常几点结束使用？（早于开始时间表示次日）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_AC_RANGE,stated_preference,在本次指定月份，在家时，您家通常希望室温保持在哪个范围？（最低—最高，℃）,1,1,1,scalar,26_28,26—28℃,answered,experimental_comfort_band,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_AC_CHANGE,stated_preference,为了配合错峰，您最多能接受室温比平时变化多少？,1,1,1,scalar,1,1℃,answered,experimental_temperature_flexibility,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_EV_TARGET,stated_preference,离家出发时，希望电动汽车电量至少达到多少？（按10%档选择；含插混，不含电动自行车）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_EV_RESERVE,stated_preference,为临时出行，电动汽车平时至少希望保留多少电量？（按10%档选择）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_HOT_WATER,stated_preference,家里通常最需要热水的时间是？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_PREHEAT,stated_preference,保证使用时有热水的前提下，您是否愿意提前加热？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,A_EB_CONTROL,attitude,您家愿意把用电安排交给系统到什么程度？,1,1,1,scalar,confirm_required,每次先问我，得到明确同意后再调整,answered,existing_three_option_experimental_factor,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_COMFORT,stated_preference,考虑用电调整时，保持家人舒适对您家有多重要？,1,1,1,scalar,5,非常重要,answered,expanded_counterbalanced_experimental_attitude,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_COST,stated_preference,考虑用电调整时，节省电费对您家有多重要？,1,1,1,scalar,1,不重要,answered,expanded_counterbalanced_experimental_attitude,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_GRID,stated_preference,不明显影响生活时，配合电网错峰用电对您家有多重要？,1,1,1,scalar,2,不太重要,answered,expanded_counterbalanced_experimental_attitude,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,P_NOTICE,stated_preference,用电调整前，希望提前多久收到通知？（选择最接近的一项）,1,1,1,scalar,72,三天或更早,answered,experimental_notice_requirement,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_REGION,simulation_environment,您家常住在哪个省级地区？,1,1,1,scalar,陕西,陕西,answered,assigned_city_province,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_CITY,simulation_environment,常住城市（无需详细地址）,1,1,1,scalar,西安市,西安市,answered,assigned_city,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_BUILDING,simulation_environment,住房的建筑形式更接近哪一种？,1,1,1,scalar,apartment,楼房中的一套住宅,answered,v2_C_source_prototype_type,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_TENURE,research_context,目前的居住方式是？,0,1,1,scalar,shared,与他人合租,answered,experimental_profile,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_AREA,simulation_environment,您家这套住房面积大致为？（合租按整套住房）,1,1,1,scalar,90_119,90—不足120㎡,answered,A_v2_H6_whole_area_plus_v2_C_modeled_net,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_AREA_BASIS,simulation_environment,以上面积采用哪种口径？,1,1,1,scalar,gross,建筑面积（包含公摊）,answered,synthetic_H6_like_whole_dwelling_building_area,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_FLOOR,simulation_environment,这套住宅位于楼房的什么位置？,1,1,1,scalar,top,顶层,answered,v2_C_source_floor_and_roof,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_BUILDING_AGE,research_context,住宅大致建于哪个时期？,0,1,1,scalar,2010_2019,2010—2019年,answered,v2_C_source_catalog_year_proxy_not_observed_home_age,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_INCOME,research_context,前面填写的同住家人，月总收入大致为？（人民币；其他币种可大致折算）,0,1,1,scalar,5000_9999,5000—不足10000元,answered,NBS_2023_median_scale_experimental_income,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_BILL,research_context,最近一个月，这些同住家人合计承担的电费大致为？（人民币；其他币种可大致折算）,0,1,1,scalar,300_599,300—不足600元,answered,experimental_cashflow_bill_with_device_floor_not_energy_prediction,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_TARIFF,research_context,您家平时使用哪种电价？,0,1,1,scalar,tou,峰谷分时电价,answered,experimental_local_tariff_context_separate_from_shared_normalized_EB_TOU,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_EXTRA_DEVICES,research_context,除前面的模拟设备外，您家还有哪些设备？（可多选）,0,1,1,list_item,refrigerator,冰箱,answered,experimental_background_appliance_outside_EB_scope,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_PROTECTED,research_context,希望用电调整尽量不要打扰哪些活动？（可多选）,0,1,1,list_item,sleep,睡眠休息,answered,synthetic_household_constraints,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_PROTECTED,research_context,希望用电调整尽量不要打扰哪些活动？（可多选）,0,1,2,list_item,meal,做饭用餐,answered,synthetic_household_constraints,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_SMART,research_context,您家以前使用过定时或自动控制电器吗？,0,1,1,scalar,sometimes,偶尔使用,answered,experimental_profile,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_DR,research_context,您家以前参与过错峰用电或需求响应活动吗？,0,1,1,scalar,no,没有参加过,answered,experimental_profile,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_RESTORE,research_context,假设自动安排影响原来的生活习惯，您家更倾向怎样做？,0,1,1,scalar,prefer_keep,保留自动安排,answered,experimental_profile,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_COUNT_ac,research_context,家里有几台空调？,0,1,1,scalar,1,1台,answered,experimental_owned_unit_count_with_private_zone_cap,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_FREQ_ac,research_context,在本次指定月份，通常一周有几天使用空调？,0,1,1,scalar,days_4_6,4—6天,answered,experimental_weekly_frequency,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_COUNT_washer,research_context,家里有几台洗衣机？,0,1,1,scalar,1,1台,answered,experimental_owned_unit_count_with_private_zone_cap,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_FREQ_washer,research_context,在本次指定月份，通常一周有几天使用洗衣机？,0,1,1,scalar,days_4_6,4—6天,answered,experimental_weekly_frequency,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_COUNT_dishwasher,research_context,家里有几台洗碗机？,0,1,1,scalar,1,1台,answered,experimental_owned_unit_count_with_private_zone_cap,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_FREQ_dishwasher,research_context,在本次指定月份，通常一周有几天使用洗碗机？,0,1,1,scalar,days_4_6,4—6天,answered,experimental_weekly_frequency,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_COUNT_dryer,research_context,家里有几台烘干机？,0,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_FREQ_dryer,research_context,在本次指定月份，通常一周有几天使用烘干机？,0,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_COUNT_home_ev,research_context,家里有几辆可在家充电的电动汽车（含插混，不含电动自行车）？,0,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_FREQ_home_ev,research_context,在本次指定月份，通常一周有几天在家为电动汽车充电？（含插混，不含电动自行车）,0,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_COUNT_electric_water_heater,research_context,家里有几台电热水器？,0,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0011,X_FREQ_electric_water_heater,research_context,在本次指定月份，通常一周有几天使用电热水器？,0,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,B02,household_fact,您家通常一起居住的有几个人，包括您自己？,1,1,1,scalar,1,1人,answered,family_structure,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,B04,household_fact,在本次指定月份，白天您家通常有人在家吗？,1,1,1,scalar,sometimes_occupied,部分时间有人,answered,derived_synthetic_member_routines,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,B05,household_fact,请选择家中拥有、要纳入日常用电安排的设备；所选设备都会进入本次模拟。,1,1,1,list_item,washer,洗衣机,answered,v2_EB_selected_device_scope_not_physical_inventory,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,F_EVENING,household_fact,平时 18:00—22:00，您家通常有人在家吗？,1,1,1,scalar,partly_home,部分时间有人,answered,derived_synthetic_member_routines,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,F_REGULARITY,household_fact,您家成员的外出、回家和休息时间通常规律吗？,0,1,1,scalar,partly_regular,部分成员或部分日期固定,answered,experimental_profile,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,F_LATE_USE,household_fact,您家是否经常有人在深夜（零点以后）仍在活动并使用电器？,0,1,1,scalar,rarely,很少或没有,answered,experimental_profile,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,M_MEMBERS,member_profile,家里每个人的日常偏好,1,1,1,member_reference,,,answered,age_compatible_synthetic_member_routines_and_preferences,members_300.csv,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,H_ac,household_fact,在本次指定月份，空调一般什么时候用？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,H_washer,household_fact,在本次指定月份，洗衣机一般什么时候用？,1,1,1,scalar,19,19:00,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,D_washer,household_fact,洗衣机这项任务，通常最晚几点需要完成？,1,1,1,scalar,23,23:00,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,E_washer,household_fact,洗衣机通常从几点起就可以开始？,1,1,1,scalar,19,19:00,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,T_washer,household_fact,洗衣机一次通常需要多久？（分钟）,1,1,1,scalar,1.0,60 分钟,answered,experimental_legal_task_window,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,H_dishwasher,household_fact,在本次指定月份，洗碗机一般什么时候用？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,D_dishwasher,household_fact,洗碗机这项任务，通常最晚几点需要完成？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,E_dishwasher,household_fact,洗碗机通常从几点起就可以开始？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,T_dishwasher,household_fact,洗碗机一次通常需要多久？（分钟）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,H_dryer,household_fact,在本次指定月份，烘干机一般什么时候用？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,D_dryer,household_fact,烘干机这项任务，通常最晚几点需要完成？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,E_dryer,household_fact,烘干机通常从几点起就可以开始？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,T_dryer,household_fact,烘干机一次通常需要多久？（分钟）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,H_electric_water_heater,household_fact,电热水器通常从什么时候开始加热？（请按真实习惯填写；午夜或跨夜安排可保存，暂不能生成模拟）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,H_home_ev,household_fact,电动汽车通常什么时候在家接入充电设备？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,H_ac_temp,household_fact,空调需要制冷时，通常设为多少度？（22—28℃；此项不是供暖温度）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,D_home_ev,household_fact,接入充电后，电动汽车通常几点离家？（早于接入时刻表示次日；请勿选择相同时刻）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,D_electric_water_heater,household_fact,电热水器通常加热到几点？（早于开始表示次日；跨夜答案可保存，暂不能生成模拟）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,H_ac_start,household_fact,空调通常几点开始使用？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,H_ac_end,household_fact,空调通常几点结束使用？（早于开始时间表示次日）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,P_AC_RANGE,stated_preference,在本次指定月份，在家时，您家通常希望室温保持在哪个范围？（最低—最高，℃）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,P_AC_CHANGE,stated_preference,为了配合错峰，您最多能接受室温比平时变化多少？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,P_EV_TARGET,stated_preference,离家出发时，希望电动汽车电量至少达到多少？（按10%档选择；含插混，不含电动自行车）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,P_EV_RESERVE,stated_preference,为临时出行，电动汽车平时至少希望保留多少电量？（按10%档选择）,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,P_HOT_WATER,stated_preference,家里通常最需要热水的时间是？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,P_PREHEAT,stated_preference,保证使用时有热水的前提下，您是否愿意提前加热？,1,0,1,none,,,not_applicable,questionnaire_skip_rule,,V2_SELECTED_DEVICE_SCOPE,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,A_EB_CONTROL,attitude,您家愿意把用电安排交给系统到什么程度？,1,1,1,scalar,confirm_required,每次先问我，得到明确同意后再调整,answered,existing_three_option_experimental_factor,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,P_COMFORT,stated_preference,考虑用电调整时，保持家人舒适对您家有多重要？,1,1,1,scalar,1,不重要,answered,expanded_counterbalanced_experimental_attitude,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
cityrole-0012,P_COST,stated_preference,考虑用电调整时，节省电费对您家有多重要？,1,1,1,scalar,5,非常重要,answered,expanded_counterbalanced_experimental_attitude,,V2_SYNTHETIC_FIXED,aab74ca47d480bc93ddd5d7243020044d439b9408a9f4ed8af0092159fc26334
