role_id,source_version,city,province,family_size,generation_category,older_member_present,weekday_day_presence,evening_presence,routine_regularity,monthly_income_scenario_yuan,monthly_bill_scenario_yuan,bill_pressure_description,budget_explanation,tradeoff_condition,cost_importance_1_5,comfort_importance_1_5,grid_importance_1_5,control_condition,housing_form,h7_room_category,h7_room_minimum,h6_design_building_area_m2,h6_area_basis,whole_dwelling_building_area_m2,whole_dwelling_area_status,household_accounted_net_area_m2,whole_dwelling_modeled_net_area_m2,selected_controlled_zone_area_m2,common_allocated_area_m2,other_resident_count,building_type,virtual_building_id,housing_mode,source_catalog_key,weather_station_key,weather_station_distance_km,private_control_scope,home_charging_access,home_ev_driver_member_id,role_card_short,actor_card_full,event_presence_status,participant_feedback_status,simulation_result_status,population_weight_status,owned_ac_unit_count,eb_controllable_ac_unit_count,eb_selected_ac_zone_count,synthetic_owned_device_types,eb_intervention_device_types,owned_background_excluded_device_types
cityrole-0082,v2_control1_D_inputs,贵阳市,贵州,3,2,0,mostly_occupied,partly_home,partly_regular,9600,520,电费不构成当前预算约束,本月电费已列入预算，按当前金额可以承担。,saving_priority,5,1,2,high_trust_auto,independent_dwelling,three_rooms,3,133.5,synthetic_H6_like_whole_dwelling_building_area,133.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,100.37594,100.37594,100.37594,0,NOT_APPLICABLE,apartment,cn-home-0082,self_contained_source_three_room,Low-rise apartment_Guiyang_2010,CHN_Guizhou.Guiyang.578160_CSWD,2.904,D_selected_EB_devices_and_private_AC_zones,1,m03,"【v2隔离合成角色；无真人回答】cityrole-0082｜贵州贵阳市｜本户3人；独立住房设计建筑面积133.5㎡。原合成持有设备：ac,dryer,electric_water_heater,home_ev,washer；本次EB纳入：ac,dryer,electric_water_heater,home_ev,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0082｜贵州贵阳市｜本户3人。独立住房设计建筑面积133.5㎡。
原合成持有设备：ac,dryer,electric_water_heater,home_ev,washer；本次EB纳入：ac,dryer,electric_water_heater,home_ev,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,dryer,electric_water_heater,home_ev,washer","ac,dryer,electric_water_heater,home_ev,washer",none
cityrole-0083,v2_control1_D_inputs,苏州市,江苏,2,1,0,sometimes_occupied,varies,irregular,4000,480,电费有压力，需调整其他开支,必要生活开支较多，本月电费变化容易挤占其他项目。,both_low,1,1,4,confirm_required,independent_dwelling,three_rooms,3,150.0,synthetic_H6_like_whole_dwelling_building_area,150.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,112.781955,112.781955,112.781955,0,NOT_APPLICABLE,apartment,cn-home-0083,self_contained_source_three_room,High-rise apartment(slab type)_Dongtai_2001,CHN_Jiangsu.Lusi.582650_CSWD,119.962,D_selected_EB_devices_and_private_AC_zones,1,m02,"【v2隔离合成角色；无真人回答】cityrole-0083｜江苏苏州市｜本户2人；独立住房设计建筑面积150.0㎡。原合成持有设备：electric_water_heater,home_ev,washer；本次EB纳入：electric_water_heater,home_ev,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0083｜江苏苏州市｜本户2人。独立住房设计建筑面积150.0㎡。
原合成持有设备：electric_water_heater,home_ev,washer；本次EB纳入：electric_water_heater,home_ev,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,home_ev,washer","electric_water_heater,home_ev,washer",none
cityrole-0084,v2_control1_D_inputs,武汉市,湖北,3,2,0,sometimes_occupied,varies,irregular,13500,220,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,saving_priority,5,1,5,low_auto_accept,independent_dwelling,four_rooms,4,133.5,synthetic_H6_like_whole_dwelling_building_area,133.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,100.37594,100.37594,100.37594,0,NOT_APPLICABLE,apartment,cn-home-0084,self_contained_four_room_thermally_aggregated,Low-rise apartment_Wuhan_2001,CHN_Hubei.Wuhan.574940_CSWD,17.056,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0084｜湖北武汉市｜本户3人；独立住房设计建筑面积133.5㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0084｜湖北武汉市｜本户3人。独立住房设计建筑面积133.5㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer","ac,washer",none
cityrole-0085,v2_control1_D_inputs,成都市,四川,2,2,0,sometimes_occupied,partly_home,partly_regular,6400,520,电费有压力，需调整其他开支,必要生活开支较多，本月电费变化容易挤占其他项目。,middle,3,3,3,high_trust_auto,independent_dwelling,two_rooms,2,89.0,synthetic_H6_like_whole_dwelling_building_area,89.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,66.917293,66.917293,66.917293,0,NOT_APPLICABLE,apartment,cn-home-0085,self_contained_openplan,High-rise apartment(slab type)_Chengdu_2001,CHN_Sichuan.Chengdu.562940_CSWD,2.503,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0085｜四川成都市｜本户2人；独立住房设计建筑面积89.0㎡。原合成持有设备：electric_water_heater；本次EB纳入：electric_water_heater；空调持有0台，本次可控0台。,"【v2隔离合成角色；无真人回答】
cityrole-0085｜四川成都市｜本户2人。独立住房设计建筑面积89.0㎡。
原合成持有设备：electric_water_heater；本次EB纳入：electric_water_heater；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,electric_water_heater,electric_water_heater,none
cityrole-0086,v2_control1_D_inputs,郑州市,河南,4,3,0,mostly_occupied,partly_home,irregular,26000,520,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,middle,3,3,5,low_auto_accept,independent_dwelling,three_rooms,3,300.0,synthetic_H6_like_whole_dwelling_building_area,300.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,225.56391,225.56391,225.56391,0,NOT_APPLICABLE,apartment,cn-home-0086,self_contained_source_three_room,High-rise apartment(slab type)_Zhengzhou_2010,CHN_Henan.Zhengzhou.570830_CSWD,5.229,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0086｜河南郑州市｜本户4人；独立住房设计建筑面积300.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0086｜河南郑州市｜本户4人。独立住房设计建筑面积300.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0087,v2_control1_D_inputs,广州市,广东,2,1,1,sometimes_occupied,partly_home,partly_regular,19000,720,电费不构成当前预算约束,本月电费占可安排预算较小。,middle,3,3,3,low_auto_accept,independent_dwelling,one_room,1,69.0,synthetic_H6_like_whole_dwelling_building_area,69.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,51.879699,51.879699,51.879699,0,NOT_APPLICABLE,apartment,cn-home-0087,self_contained_openplan,Low-rise apartment_Guangzhou_2012,CHN_Guangdong.Guangzhou.592870_CSWD,5.46,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0087｜广东广州市｜本户2人；独立住房设计建筑面积69.0㎡。原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。,"【v2隔离合成角色；无真人回答】
cityrole-0087｜广东广州市｜本户2人。独立住房设计建筑面积69.0㎡。
原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,ac,ac,none
cityrole-0088,v2_control1_D_inputs,深圳市,广东,2,1,0,sometimes_occupied,varies,irregular,6400,520,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,comfort_priority,2,4,5,low_auto_accept,independent_dwelling,one_room,1,109.0,synthetic_H6_like_whole_dwelling_building_area,109.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,81.954887,81.954887,81.954887,0,NOT_APPLICABLE,apartment,cn-home-0088,self_contained_openplan,High-rise apartment(slab type)_Guangzhou_2003,CHN_Guangdong.Zhengcheng.592940_CSWD,71.504,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0088｜广东深圳市｜本户2人；独立住房设计建筑面积109.0㎡。原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0088｜广东深圳市｜本户2人。独立住房设计建筑面积109.0㎡。
原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,washer","electric_water_heater,washer",none
cityrole-0089,v2_control1_D_inputs,潮州市,广东,2,2,0,sometimes_occupied,partly_home,partly_regular,9000,360,电费有余量，通常不需改变开支,本月电费占可安排预算较小。,middle,3,3,5,confirm_required,independent_dwelling,one_room,1,69.0,synthetic_H6_like_whole_dwelling_building_area,69.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,51.879699,51.879699,51.879699,0,NOT_APPLICABLE,apartment,cn-home-0089,self_contained_openplan,Low-rise apartment_Shantou_2003,CHN_Guangdong.Shantou.593160_CSWD,46.236,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0089｜广东潮州市｜本户2人；独立住房设计建筑面积69.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0089｜广东潮州市｜本户2人。独立住房设计建筑面积69.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0090,v2_control1_D_inputs,临汾市,山西,1,1,0,sometimes_occupied,partly_home,partly_regular,4500,520,电费有余量，通常不需改变开支,家庭已为当前电费预留预算，按这个金额可以承担；增加用电仍需重新权衡。,comfort_priority,2,4,2,high_trust_auto,independent_dwelling,two_rooms,2,44.5,synthetic_H6_like_whole_dwelling_building_area,44.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,33.458647,33.458647,33.458647,0,NOT_APPLICABLE,apartment,cn-home-0090,self_contained_openplan,Low-rise apartment_Houma_2018,CHN_Shanxi.Houma.539630_CSWD,50.075,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0090｜山西临汾市｜本户1人；独立住房设计建筑面积44.5㎡。原合成持有设备：electric_water_heater；本次EB纳入：electric_water_heater；空调持有0台，本次可控0台。,"【v2隔离合成角色；无真人回答】
cityrole-0090｜山西临汾市｜本户1人。独立住房设计建筑面积44.5㎡。
原合成持有设备：electric_water_heater；本次EB纳入：electric_water_heater；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,electric_water_heater,electric_water_heater,none
cityrole-0091,v2_control1_D_inputs,南京市,江苏,4,2,0,sometimes_occupied,partly_home,partly_regular,38000,360,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,comfort_priority,1,5,3,low_auto_accept,independent_dwelling,three_rooms,3,58.0,synthetic_H6_like_whole_dwelling_building_area,58.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,43.609023,43.609023,43.609023,0,NOT_APPLICABLE,apartment,cn-home-0091,self_contained_source_three_room,Low-rise apartment_Nanjing_2001,CHN_Jiangsu.Nanjing.582380_CSWD,88.368,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0091｜江苏南京市｜本户4人；独立住房设计建筑面积58.0㎡。原合成持有设备：dishwasher,washer；本次EB纳入：dishwasher,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0091｜江苏南京市｜本户4人。独立住房设计建筑面积58.0㎡。
原合成持有设备：dishwasher,washer；本次EB纳入：dishwasher,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"dishwasher,washer","dishwasher,washer",none
cityrole-0092,v2_control1_D_inputs,青岛市,山东,3,2,0,mostly_occupied,partly_home,partly_regular,28500,120,电费有余量，通常不需改变开支,本月电费占可安排预算较小。,comfort_priority,1,5,3,high_trust_auto,independent_dwelling,five_or_more_rooms,5,193.5,synthetic_H6_like_whole_dwelling_building_area,193.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,145.488722,145.488722,145.488722,0,NOT_APPLICABLE,rowhouse,cn-home-0092,terraced_five_room_inferred,Terraced house_Weifang_2010,CHN_Shandong.Weifang.548430_CSWD,126.287,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0092｜山东青岛市｜本户3人；独立住房设计建筑面积193.5㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0092｜山东青岛市｜本户3人。独立住房设计建筑面积193.5㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer","ac,washer",none
cityrole-0093,v2_control1_D_inputs,鹤壁市,河南,1,1,0,variable,varies,irregular,2000,240,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,comfort_priority,1,5,2,confirm_required,independent_dwelling,five_or_more_rooms,5,64.5,synthetic_H6_like_whole_dwelling_building_area,64.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,48.496241,48.496241,48.496241,0,NOT_APPLICABLE,rowhouse,cn-home-0093,terraced_five_room_inferred,Terraced house_Anyang_1995,CHN_Henan.Anyang.538980_CSWD,34.84,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0093｜河南鹤壁市｜本户1人；独立住房设计建筑面积64.5㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0093｜河南鹤壁市｜本户1人。独立住房设计建筑面积64.5㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0094,v2_control1_D_inputs,合肥市,安徽,3,2,1,mostly_occupied,partly_home,irregular,6000,120,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,middle,3,3,2,confirm_required,independent_dwelling,three_rooms,3,133.5,synthetic_H6_like_whole_dwelling_building_area,133.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,100.37594,100.37594,100.37594,0,NOT_APPLICABLE,apartment,cn-home-0094,self_contained_source_three_room,Low-rise apartment_Hefei_2010,CHN_Anhui.Hefei.583210_CSWD,4.33,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0094｜安徽合肥市｜本户3人；独立住房设计建筑面积133.5㎡。原合成持有设备：electric_water_heater；本次EB纳入：electric_water_heater；空调持有0台，本次可控0台。,"【v2隔离合成角色；无真人回答】
cityrole-0094｜安徽合肥市｜本户3人。独立住房设计建筑面积133.5㎡。
原合成持有设备：electric_water_heater；本次EB纳入：electric_water_heater；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,electric_water_heater,electric_water_heater,none
cityrole-0095,v2_control1_D_inputs,深圳市,广东,2,1,1,sometimes_occupied,partly_home,partly_regular,19000,360,电费有压力，需调整其他开支,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,saving_priority,5,1,2,confirm_required,independent_dwelling,one_room,1,49.0,synthetic_H6_like_whole_dwelling_building_area,49.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,36.842105,36.842105,36.842105,0,NOT_APPLICABLE,apartment,cn-home-0095,self_contained_openplan,Low-rise apartment_Guangzhou_2003,CHN_Guangdong.Zhengcheng.592940_CSWD,71.504,D_selected_EB_devices_and_private_AC_zones,,,"【v2隔离合成角色；无真人回答】cityrole-0095｜广东深圳市｜本户2人；独立住房设计建筑面积49.0㎡。原合成持有设备：electric_water_heater,home_ev,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0095｜广东深圳市｜本户2人。独立住房设计建筑面积49.0㎡。
原合成持有设备：electric_water_heater,home_ev,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,home_ev,washer","electric_water_heater,washer",home_ev
cityrole-0096,v2_control1_D_inputs,芜湖市,安徽,1,1,1,sometimes_occupied,partly_home,partly_regular,9500,520,电费不构成当前预算约束,本月电费占可安排预算较小。,both_high,4,4,3,low_auto_accept,independent_dwelling,two_rooms,2,54.5,synthetic_H6_like_whole_dwelling_building_area,54.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,40.977444,40.977444,40.977444,0,NOT_APPLICABLE,apartment,cn-home-0096,self_contained_openplan,Low-rise apartment_Hefei_2010,CHN_Anhui.Hefei.583210_CSWD,123.925,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0096｜安徽芜湖市｜本户1人；独立住房设计建筑面积54.5㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0096｜安徽芜湖市｜本户1人。独立住房设计建筑面积54.5㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0097,v2_control1_D_inputs,古交市,山西,3,2,1,mostly_occupied,partly_home,partly_regular,13500,120,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,middle,3,3,3,low_auto_accept,independent_dwelling,three_rooms,3,73.5,synthetic_H6_like_whole_dwelling_building_area,73.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,55.263158,55.263158,55.263158,0,NOT_APPLICABLE,apartment,cn-home-0097,self_contained_source_three_room,High-rise apartment(slab type)_Taiyuan_2018,CHN_Shanxi.Taiyuan.537720_CSWD,36.496,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0097｜山西古交市｜本户3人；独立住房设计建筑面积73.5㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0097｜山西古交市｜本户3人。独立住房设计建筑面积73.5㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,washer","ac,washer",none
cityrole-0098,v2_control1_D_inputs,慈溪市,浙江,2,1,1,mostly_occupied,mostly_home,regular,13000,360,电费有压力，需调整其他开支,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,both_high,4,4,1,high_trust_auto,independent_dwelling,one_room,1,49.0,synthetic_H6_like_whole_dwelling_building_area,49.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,36.842105,36.842105,36.842105,0,NOT_APPLICABLE,apartment,cn-home-0098,self_contained_openplan,Low-rise apartment_Hangzhou_2010,CHN_Zhejiang.Hangzhou.584570_CSWD,93.307,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0098｜浙江慈溪市｜本户2人；独立住房设计建筑面积49.0㎡。原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。,"【v2隔离合成角色；无真人回答】
cityrole-0098｜浙江慈溪市｜本户2人。独立住房设计建筑面积49.0㎡。
原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,ac,ac,none
cityrole-0099,v2_control1_D_inputs,合肥市,安徽,4,3,0,mostly_occupied,partly_home,partly_regular,12800,360,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,comfort_priority,2,4,5,confirm_required,independent_dwelling,three_rooms,3,98.0,synthetic_H6_like_whole_dwelling_building_area,98.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,73.684211,73.684211,73.684211,0,NOT_APPLICABLE,apartment,cn-home-0099,self_contained_source_three_room,Low-rise apartment_Hefei_2001,CHN_Anhui.Hefei.583210_CSWD,4.33,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0099｜安徽合肥市｜本户4人；独立住房设计建筑面积98.0㎡。原合成持有设备：dryer,electric_water_heater,washer；本次EB纳入：dryer,electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0099｜安徽合肥市｜本户4人。独立住房设计建筑面积98.0㎡。
原合成持有设备：dryer,electric_water_heater,washer；本次EB纳入：dryer,electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"dryer,electric_water_heater,washer","dryer,electric_water_heater,washer",none
cityrole-0100,v2_control1_D_inputs,通辽市,内蒙古,1,1,0,sometimes_occupied,partly_home,partly_regular,6500,720,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,both_low,2,2,4,low_auto_accept,independent_dwelling,two_rooms,2,54.5,synthetic_H6_like_whole_dwelling_building_area,54.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,40.977444,40.977444,40.977444,0,NOT_APPLICABLE,apartment,cn-home-0100,self_contained_openplan,High-rise apartment(slab type)_Tongliao_2010,CHN_Nei.Mongol.Tongliao.541350_CSWD,2.551,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0100｜内蒙古通辽市｜本户1人；独立住房设计建筑面积54.5㎡。原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0100｜内蒙古通辽市｜本户1人。独立住房设计建筑面积54.5㎡。
原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,washer","electric_water_heater,washer",none
cityrole-0101,v2_control1_D_inputs,临沂市,山东,5,3,0,sometimes_occupied,varies,irregular,22500,360,电费不构成当前预算约束,本月电费占可安排预算较小。,both_low,1,1,2,high_trust_auto,independent_dwelling,two_rooms,2,272.5,synthetic_H6_like_whole_dwelling_building_area,272.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,204.887218,204.887218,204.887218,0,NOT_APPLICABLE,apartment,cn-home-0101,self_contained_openplan,High-rise apartment(slab type)_Yanzhou_1995,CHN_Shandong.Juxian.549360_CSWD,73.948,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0101｜山东临沂市｜本户5人；独立住房设计建筑面积272.5㎡。原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0101｜山东临沂市｜本户5人。独立住房设计建筑面积272.5㎡。
原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,washer","electric_water_heater,washer",none
